,Year,Nation,DEG_URB,SEX,AGE,Mean income
2856,2017,Italy,Towns and suburbs,Males,Less than 18 years,"16,137"
2857,2017,Italy,Towns and suburbs,Males,From 18 to 64 years,"19,318"
2858,2017,Italy,Towns and suburbs,Males,18 years or over,"19,394"
2859,2017,Italy,Towns and suburbs,Males,60 years or over,"19,874"
2860,2017,Italy,Towns and suburbs,Males,65 years or over,"19,651"
2861,2017,Italy,Towns and suburbs,Males,75 years or over,"17,986"
2862,2017,Italy,Towns and suburbs,Females,Less than 18 years,"16,714"
2863,2017,Italy,Towns and suburbs,Females,From 18 to 64 years,"18,410"
2864,2017,Italy,Towns and suburbs,Females,18 years or over,"18,341"
2865,2017,Italy,Towns and suburbs,Females,60 years or over,"18,567"
2866,2017,Italy,Towns and suburbs,Females,65 years or over,"18,163"
2867,2017,Italy,Towns and suburbs,Females,75 years or over,"17,024"
2868,2017,Italy,Rural areas,Males,Less than 18 years,"14,838"
2869,2017,Italy,Rural areas,Males,From 18 to 64 years,"18,416"
2870,2017,Italy,Rural areas,Males,18 years or over,"18,231"
2871,2017,Italy,Rural areas,Males,60 years or over,"18,533"
2872,2017,Italy,Rural areas,Males,65 years or over,"17,684"
2873,2017,Italy,Rural areas,Males,75 years or over,"16,356"
2874,2017,Italy,Rural areas,Females,Less than 18 years,"15,616"
2875,2017,Italy,Rural areas,Females,From 18 to 64 years,"17,519"
2876,2017,Italy,Rural areas,Females,18 years or over,"17,301"
2877,2017,Italy,Rural areas,Females,60 years or over,"17,263"
2878,2017,Italy,Rural areas,Females,65 years or over,"16,802"
2879,2017,Italy,Rural areas,Females,75 years or over,"15,869"
2880,2017,Cyprus,Cities,Males,Less than 18 years,"19,197"
2881,2017,Cyprus,Cities,Males,From 18 to 64 years,"19,850"
2882,2017,Cyprus,Cities,Males,18 years or over,"19,731"
2883,2017,Cyprus,Cities,Males,60 years or over,"20,968"
2884,2017,Cyprus,Cities,Males,65 years or over,"19,188"
2885,2017,Cyprus,Cities,Males,75 years or over,"15,939"
2886,2017,Cyprus,Cities,Females,Less than 18 years,"18,752"
2887,2017,Cyprus,Cities,Females,From 18 to 64 years,"20,102"
2888,2017,Cyprus,Cities,Females,18 years or over,"19,246"
2889,2017,Cyprus,Cities,Females,60 years or over,"17,570"
2890,2017,Cyprus,Cities,Females,65 years or over,"15,459"
2891,2017,Cyprus,Cities,Females,75 years or over,"11,887"
2892,2017,Cyprus,Towns and suburbs,Males,Less than 18 years,"14,193"
2893,2017,Cyprus,Towns and suburbs,Males,From 18 to 64 years,"16,089"
2894,2017,Cyprus,Towns and suburbs,Males,18 years or over,"16,067"
2895,2017,Cyprus,Towns and suburbs,Males,60 years or over,"16,878"
2896,2017,Cyprus,Towns and suburbs,Males,65 years or over,"15,939"
2897,2017,Cyprus,Towns and suburbs,Males,75 years or over,"13,061"
2898,2017,Cyprus,Towns and suburbs,Females,Less than 18 years,"14,073"
2899,2017,Cyprus,Towns and suburbs,Females,From 18 to 64 years,"15,577"
2900,2017,Cyprus,Towns and suburbs,Females,18 years or over,"15,418"
2901,2017,Cyprus,Towns and suburbs,Females,60 years or over,"14,525"
2902,2017,Cyprus,Towns and suburbs,Females,65 years or over,"14,563"
2903,2017,Cyprus,Towns and suburbs,Females,75 years or over,"11,421"
2904,2017,Cyprus,Rural areas,Males,Less than 18 years,"13,601"
2905,2017,Cyprus,Rural areas,Males,From 18 to 64 years,"14,958"
2906,2017,Cyprus,Rural areas,Males,18 years or over,"14,749"
2907,2017,Cyprus,Rural areas,Males,60 years or over,"14,807"
2908,2017,Cyprus,Rural areas,Males,65 years or over,"13,880"
2909,2017,Cyprus,Rural areas,Males,75 years or over,"11,443"
2910,2017,Cyprus,Rural areas,Females,Less than 18 years,"13,453"
2911,2017,Cyprus,Rural areas,Females,From 18 to 64 years,"14,905"
2912,2017,Cyprus,Rural areas,Females,18 years or over,"14,476"
2913,2017,Cyprus,Rural areas,Females,60 years or over,"13,248"
2914,2017,Cyprus,Rural areas,Females,65 years or over,"13,132"
2915,2017,Cyprus,Rural areas,Females,75 years or over,"10,786"
2916,2017,Latvia,Cities,Males,Less than 18 years,"8,622"
2917,2017,Latvia,Cities,Males,From 18 to 64 years,"9,584"
2918,2017,Latvia,Cities,Males,18 years or over,"9,233"
2919,2017,Latvia,Cities,Males,60 years or over,"7,693"
2920,2017,Latvia,Cities,Males,65 years or over,"7,436"
2921,2017,Latvia,Cities,Males,75 years or over,"5,886"
2922,2017,Latvia,Cities,Females,Less than 18 years,"9,044"
2923,2017,Latvia,Cities,Females,From 18 to 64 years,"9,210"
2924,2017,Latvia,Cities,Females,18 years or over,"8,224"
2925,2017,Latvia,Cities,Females,60 years or over,"6,305"
2926,2017,Latvia,Cities,Females,65 years or over,"5,900"
2927,2017,Latvia,Cities,Females,75 years or over,"5,071"
2928,2017,Latvia,Towns and suburbs,Males,Less than 18 years,"7,843"
2929,2017,Latvia,Towns and suburbs,Males,From 18 to 64 years,"8,169"
2930,2017,Latvia,Towns and suburbs,Males,18 years or over,"7,753"
2931,2017,Latvia,Towns and suburbs,Males,60 years or over,"6,595"
2932,2017,Latvia,Towns and suburbs,Males,65 years or over,"6,045"
2933,2017,Latvia,Towns and suburbs,Males,75 years or over,"5,079"
2934,2017,Latvia,Towns and suburbs,Females,Less than 18 years,"7,089"
2935,2017,Latvia,Towns and suburbs,Females,From 18 to 64 years,"7,998"
2936,2017,Latvia,Towns and suburbs,Females,18 years or over,"7,235"
2937,2017,Latvia,Towns and suburbs,Females,60 years or over,"6,111"
2938,2017,Latvia,Towns and suburbs,Females,65 years or over,"5,370"
2939,2017,Latvia,Towns and suburbs,Females,75 years or over,"4,976"
2940,2017,Latvia,Rural areas,Males,Less than 18 years,"6,900"
2941,2017,Latvia,Rural areas,Males,From 18 to 64 years,"7,574"
2942,2017,Latvia,Rural areas,Males,18 years or over,"7,220"
2943,2017,Latvia,Rural areas,Males,60 years or over,"6,092"
2944,2017,Latvia,Rural areas,Males,65 years or over,"5,655"
2945,2017,Latvia,Rural areas,Males,75 years or over,"4,982"
2946,2017,Latvia,Rural areas,Females,Less than 18 years,"7,053"
2947,2017,Latvia,Rural areas,Females,From 18 to 64 years,"7,633"
2948,2017,Latvia,Rural areas,Females,18 years or over,"6,872"
2949,2017,Latvia,Rural areas,Females,60 years or over,"5,342"
2950,2017,Latvia,Rural areas,Females,65 years or over,"5,013"
2951,2017,Latvia,Rural areas,Females,75 years or over,"4,744"
2952,2017,Lithuania,Cities,Males,Less than 18 years,"8,095"
2953,2017,Lithuania,Cities,Males,From 18 to 64 years,"10,807"
2954,2017,Lithuania,Cities,Males,18 years or over,"10,303"
2955,2017,Lithuania,Cities,Males,60 years or over,"8,424"
2956,2017,Lithuania,Cities,Males,65 years or over,"7,973"
2957,2017,Lithuania,Cities,Males,75 years or over,"6,229"
2958,2017,Lithuania,Cities,Females,Less than 18 years,"9,799"
2959,2017,Lithuania,Cities,Females,From 18 to 64 years,"9,906"
2960,2017,Lithuania,Cities,Females,18 years or over,"8,860"
2961,2017,Lithuania,Cities,Females,60 years or over,"6,696"
2962,2017,Lithuania,Cities,Females,65 years or over,"5,921"
2963,2017,Lithuania,Cities,Females,75 years or over,"5,492"
2964,2017,Lithuania,Towns and suburbs,Males,Less than 18 years,"5,523"
2965,2017,Lithuania,Towns and suburbs,Males,From 18 to 64 years,"7,058"
2966,2017,Lithuania,Towns and suburbs,Males,18 years or over,"6,811"
2967,2017,Lithuania,Towns and suburbs,Males,60 years or over,"6,888"
2968,2017,Lithuania,Towns and suburbs,Males,65 years or over,"5,340"
2969,2017,Lithuania,Towns and suburbs,Males,75 years or over,
2970,2017,Lithuania,Towns and suburbs,Females,Less than 18 years,"5,884"
2971,2017,Lithuania,Towns and suburbs,Females,From 18 to 64 years,"6,468"
2972,2017,Lithuania,Towns and suburbs,Females,18 years or over,"6,099"
2973,2017,Lithuania,Towns and suburbs,Females,60 years or over,"5,296"
2974,2017,Lithuania,Towns and suburbs,Females,65 years or over,"4,999"
2975,2017,Lithuania,Towns and suburbs,Females,75 years or over,
2976,2017,Lithuania,Rural areas,Males,Less than 18 years,"5,089"
2977,2017,Lithuania,Rural areas,Males,From 18 to 64 years,"6,830"
2978,2017,Lithuania,Rural areas,Males,18 years or over,"6,663"
2979,2017,Lithuania,Rural areas,Males,60 years or over,"5,984"
2980,2017,Lithuania,Rural areas,Males,65 years or over,"5,899"
2981,2017,Lithuania,Rural areas,Males,75 years or over,"5,049"
2982,2017,Lithuania,Rural areas,Females,Less than 18 years,"5,714"
2983,2017,Lithuania,Rural areas,Females,From 18 to 64 years,"6,467"
2984,2017,Lithuania,Rural areas,Females,18 years or over,"6,049"
2985,2017,Lithuania,Rural areas,Females,60 years or over,"5,261"
2986,2017,Lithuania,Rural areas,Females,65 years or over,"5,089"
2987,2017,Lithuania,Rural areas,Females,75 years or over,"4,398"
2988,2017,Luxembourg,Cities,Males,Less than 18 years,"47,292"
2989,2017,Luxembourg,Cities,Males,From 18 to 64 years,"48,569"
2990,2017,Luxembourg,Cities,Males,18 years or over,"48,977"
2991,2017,Luxembourg,Cities,Males,60 years or over,"49,685"
2992,2017,Luxembourg,Cities,Males,65 years or over,"51,357"
2993,2017,Luxembourg,Cities,Males,75 years or over,"58,370"
2994,2017,Luxembourg,Cities,Females,Less than 18 years,"50,066"
2995,2017,Luxembourg,Cities,Females,From 18 to 64 years,"45,408"
2996,2017,Luxembourg,Cities,Females,18 years or over,"46,245"
2997,2017,Luxembourg,Cities,Females,60 years or over,"49,879"
2998,2017,Luxembourg,Cities,Females,65 years or over,"50,295"
2999,2017,Luxembourg,Cities,Females,75 years or over,"50,371"
3000,2017,Luxembourg,Towns and suburbs,Males,Less than 18 years,"32,855"
3001,2017,Luxembourg,Towns and suburbs,Males,From 18 to 64 years,"38,505"
3002,2017,Luxembourg,Towns and suburbs,Males,18 years or over,"39,467"
3003,2017,Luxembourg,Towns and suburbs,Males,60 years or over,"45,358"
3004,2017,Luxembourg,Towns and suburbs,Males,65 years or over,"44,840"
3005,2017,Luxembourg,Towns and suburbs,Males,75 years or over,"42,305"
3006,2017,Luxembourg,Towns and suburbs,Females,Less than 18 years,"33,981"
3007,2017,Luxembourg,Towns and suburbs,Females,From 18 to 64 years,"37,514"
3008,2017,Luxembourg,Towns and suburbs,Females,18 years or over,"38,041"
3009,2017,Luxembourg,Towns and suburbs,Females,60 years or over,"43,119"
3010,2017,Luxembourg,Towns and suburbs,Females,65 years or over,"40,767"
3011,2017,Luxembourg,Towns and suburbs,Females,75 years or over,"41,719"
3012,2017,Luxembourg,Rural areas,Males,Less than 18 years,"36,281"
3013,2017,Luxembourg,Rural areas,Males,From 18 to 64 years,"43,463"
3014,2017,Luxembourg,Rural areas,Males,18 years or over,"44,073"
3015,2017,Luxembourg,Rural areas,Males,60 years or over,"46,880"
3016,2017,Luxembourg,Rural areas,Males,65 years or over,"46,916"
3017,2017,Luxembourg,Rural areas,Males,75 years or over,"42,807"
3018,2017,Luxembourg,Rural areas,Females,Less than 18 years,"38,643"
3019,2017,Luxembourg,Rural areas,Females,From 18 to 64 years,"41,369"
3020,2017,Luxembourg,Rural areas,Females,18 years or over,"41,601"
3021,2017,Luxembourg,Rural areas,Females,60 years or over,"43,240"
3022,2017,Luxembourg,Rural areas,Females,65 years or over,"42,689"
3023,2017,Luxembourg,Rural areas,Females,75 years or over,"41,005"
3024,2017,Hungary,Cities,Males,Less than 18 years,"6,179"
3025,2017,Hungary,Cities,Males,From 18 to 64 years,"6,869"
3026,2017,Hungary,Cities,Males,18 years or over,"6,862"
3027,2017,Hungary,Cities,Males,60 years or over,"6,451"
3028,2017,Hungary,Cities,Males,65 years or over,"6,836"
3029,2017,Hungary,Cities,Males,75 years or over,"6,664"
3030,2017,Hungary,Cities,Females,Less than 18 years,"6,113"
3031,2017,Hungary,Cities,Females,From 18 to 64 years,"6,538"
3032,2017,Hungary,Cities,Females,18 years or over,"6,380"
3033,2017,Hungary,Cities,Females,60 years or over,"5,987"
3034,2017,Hungary,Cities,Females,65 years or over,"5,958"
3035,2017,Hungary,Cities,Females,75 years or over,"5,813"
3036,2017,Hungary,Towns and suburbs,Males,Less than 18 years,"4,944"
3037,2017,Hungary,Towns and suburbs,Males,From 18 to 64 years,"5,358"
3038,2017,Hungary,Towns and suburbs,Males,18 years or over,"5,377"
3039,2017,Hungary,Towns and suburbs,Males,60 years or over,"5,425"
3040,2017,Hungary,Towns and suburbs,Males,65 years or over,"5,473"
3041,2017,Hungary,Towns and suburbs,Males,75 years or over,"5,347"
3042,2017,Hungary,Towns and suburbs,Females,Less than 18 years,"4,831"
3043,2017,Hungary,Towns and suburbs,Females,From 18 to 64 years,"5,309"
3044,2017,Hungary,Towns and suburbs,Females,18 years or over,"5,224"
3045,2017,Hungary,Towns and suburbs,Females,60 years or over,"5,088"
3046,2017,Hungary,Towns and suburbs,Females,65 years or over,"4,964"
3047,2017,Hungary,Towns and suburbs,Females,75 years or over,"4,945"
3048,2017,Hungary,Rural areas,Males,Less than 18 years,"4,766"
3049,2017,Hungary,Rural areas,Males,From 18 to 64 years,"5,273"
3050,2017,Hungary,Rural areas,Males,18 years or over,"5,254"
3051,2017,Hungary,Rural areas,Males,60 years or over,"5,205"
3052,2017,Hungary,Rural areas,Males,65 years or over,"5,147"
3053,2017,Hungary,Rural areas,Males,75 years or over,"4,815"
3054,2017,Hungary,Rural areas,Females,Less than 18 years,"4,409"
3055,2017,Hungary,Rural areas,Females,From 18 to 64 years,"5,217"
3056,2017,Hungary,Rural areas,Females,18 years or over,"5,107"
3057,2017,Hungary,Rural areas,Females,60 years or over,"4,940"
3058,2017,Hungary,Rural areas,Females,65 years or over,"4,733"
3059,2017,Hungary,Rural areas,Females,75 years or over,"4,611"
3060,2017,Malta,Cities,Males,Less than 18 years,"15,255"
3061,2017,Malta,Cities,Males,From 18 to 64 years,"17,732"
3062,2017,Malta,Cities,Males,18 years or over,"16,897"
3063,2017,Malta,Cities,Males,60 years or over,"14,574"
3064,2017,Malta,Cities,Males,65 years or over,"13,452"
3065,2017,Malta,Cities,Males,75 years or over,"13,051"
3066,2017,Malta,Cities,Females,Less than 18 years,"15,736"
3067,2017,Malta,Cities,Females,From 18 to 64 years,"17,572"
3068,2017,Malta,Cities,Females,18 years or over,"16,373"
3069,2017,Malta,Cities,Females,60 years or over,"13,045"
3070,2017,Malta,Cities,Females,65 years or over,"12,416"
3071,2017,Malta,Cities,Females,75 years or over,"11,701"
3072,2017,Malta,Towns and suburbs,Males,Less than 18 years,"13,734"
3073,2017,Malta,Towns and suburbs,Males,From 18 to 64 years,"18,098"
3074,2017,Malta,Towns and suburbs,Males,18 years or over,"16,798"
3075,2017,Malta,Towns and suburbs,Males,60 years or over,"13,529"
3076,2017,Malta,Towns and suburbs,Males,65 years or over,"13,153"
3077,2017,Malta,Towns and suburbs,Males,75 years or over,"11,839"
3078,2017,Malta,Towns and suburbs,Females,Less than 18 years,"15,370"
3079,2017,Malta,Towns and suburbs,Females,From 18 to 64 years,"17,460"
3080,2017,Malta,Towns and suburbs,Females,18 years or over,"15,893"
3081,2017,Malta,Towns and suburbs,Females,60 years or over,"11,968"
3082,2017,Malta,Towns and suburbs,Females,65 years or over,"11,798"
3083,2017,Malta,Towns and suburbs,Females,75 years or over,"10,868"
3084,2017,Malta,Rural areas,Males,Less than 18 years,
3085,2017,Malta,Rural areas,Males,From 18 to 64 years,
3086,2017,Malta,Rural areas,Males,18 years or over,
3087,2017,Malta,Rural areas,Males,60 years or over,
3088,2017,Malta,Rural areas,Males,65 years or over,
3089,2017,Malta,Rural areas,Males,75 years or over,
3090,2017,Malta,Rural areas,Females,Less than 18 years,
3091,2017,Malta,Rural areas,Females,From 18 to 64 years,
3092,2017,Malta,Rural areas,Females,18 years or over,
3093,2017,Malta,Rural areas,Females,60 years or over,
3094,2017,Malta,Rural areas,Females,65 years or over,
3095,2017,Malta,Rural areas,Females,75 years or over,
3096,2017,Netherlands,Cities,Males,Less than 18 years,"25,838"
3097,2017,Netherlands,Cities,Males,From 18 to 64 years,"27,490"
3098,2017,Netherlands,Cities,Males,18 years or over,"26,926"
3099,2017,Netherlands,Cities,Males,60 years or over,"25,971"
3100,2017,Netherlands,Cities,Males,65 years or over,"24,601"
3101,2017,Netherlands,Cities,Males,75 years or over,"22,757"
3102,2017,Netherlands,Cities,Females,Less than 18 years,"27,138"
3103,2017,Netherlands,Cities,Females,From 18 to 64 years,"26,710"
3104,2017,Netherlands,Cities,Females,18 years or over,"25,743"
3105,2017,Netherlands,Cities,Females,60 years or over,"23,398"
3106,2017,Netherlands,Cities,Females,65 years or over,"22,377"
3107,2017,Netherlands,Cities,Females,75 years or over,"21,093"
3108,2017,Netherlands,Towns and suburbs,Males,Less than 18 years,"25,604"
3109,2017,Netherlands,Towns and suburbs,Males,From 18 to 64 years,"28,485"
3110,2017,Netherlands,Towns and suburbs,Males,18 years or over,"27,296"
3111,2017,Netherlands,Towns and suburbs,Males,60 years or over,"25,081"
3112,2017,Netherlands,Towns and suburbs,Males,65 years or over,"23,551"
3113,2017,Netherlands,Towns and suburbs,Males,75 years or over,"20,264"
3114,2017,Netherlands,Towns and suburbs,Females,Less than 18 years,"26,218"
3115,2017,Netherlands,Towns and suburbs,Females,From 18 to 64 years,"27,772"
3116,2017,Netherlands,Towns and suburbs,Females,18 years or over,"26,193"
3117,2017,Netherlands,Towns and suburbs,Females,60 years or over,"22,896"
3118,2017,Netherlands,Towns and suburbs,Females,65 years or over,"21,875"
3119,2017,Netherlands,Towns and suburbs,Females,75 years or over,"20,361"
3120,2017,Netherlands,Rural areas,Males,Less than 18 years,"23,879"
3121,2017,Netherlands,Rural areas,Males,From 18 to 64 years,"27,776"
3122,2017,Netherlands,Rural areas,Males,18 years or over,"26,736"
3123,2017,Netherlands,Rural areas,Males,60 years or over,"24,746"
3124,2017,Netherlands,Rural areas,Males,65 years or over,"22,930"
3125,2017,Netherlands,Rural areas,Males,75 years or over,"21,053"
3126,2017,Netherlands,Rural areas,Females,Less than 18 years,"23,942"
3127,2017,Netherlands,Rural areas,Females,From 18 to 64 years,"26,554"
3128,2017,Netherlands,Rural areas,Females,18 years or over,"25,364"
3129,2017,Netherlands,Rural areas,Females,60 years or over,"22,501"
3130,2017,Netherlands,Rural areas,Females,65 years or over,"21,451"
3131,2017,Netherlands,Rural areas,Females,75 years or over,"18,786"
